$$gwn)	ssgwn) N02
dqnytw	d_ c+qny V01
dqnyyh	d_ c+qny V01
dqnzr	d_ c+nzr V01
dqpch	d_ c+qpc V01
dqpdN	d_ c+qpd V01
dqpdy	d_ c+qpd V01
dqpyC	d_ c+qpc V01
dqpyd	d_ c+qpd V01
dqpyz)	d_ p+qpyz) N02
dqr	d_ c+qrr V01
dqr'	d_ p+qr) N02
dqr'	d_ p+qr)#3 N02
dqr(	d_ c+qr( V01
dqr(tyh	d_ c+qr( V01
dqr(ynN	d_ c+qr( V01
dqr(ynyh	d_ c+qr( V01
dqr)	d_ c+qr) N02
dqr)	d_ c+qry V01
dqr)	d_ p+qr) N02
dqr)	d_ p+qr)#3 N02
dqr)	d_ p+qry V01
dqr)yy	d_ p+qr) N05
dqrb	d_ c+qrb V01
dqrb)	d_ c+qrb V01
dqrmn)y	d_ c+qrmn)h A05
dqrn)t)	d_ p+qrn) N05
dqrnt)	d_ p+qrn) N05
dqrw	d_ c+qry V01
dqrw	w_ c+d_ c+qry V01
dqrwb	d_ c+qrb V01
dqrwby	d_ c+qrb V02
dqrwnN	d_ c+qry V01
dqrx)	d_ p+qrx) N02
dqry	d_ c+qry V01
dqry	d_ c+qry V01C
dqry	d_ p+qr)#3 N05
dqry$	d_ c+qr$ V01
dqry)	d_ c+qr) N02
dqry?(?	d_ c+qr( V01
dqryb	d_ c+qrb V01
dqryb	d_ c+qrb V02
dqryb	d_ c+qryb A01
dqryn)	d_ c+qry V01
dqryr	d_ c+qryr A01
dqryr	qryr A01
dqryt	d_ c+qry V01
dqryty'	d_ c+qry V01
dqrytyh	d_ c+qry V01
dqryyh	d_ c+qry V01
dqsb'	d_ c+sbr V01
dqsbr	d_ c+sbr V01
dqsbry	d_ c+sbr V01
dqt'	d_ c+tny V01
dqt)	dqt) N02
dqt)ny	d_ c+tny V01
dqtny	d_ c+tny V01
dqtny	d_ p+tny V01
dqtrw	d_ c+try V01
dqw	dwq V01
dqw$T'	d_ p+qw$T) N02
dqw$y)	d_ p+q$y A01
dqwP	d_ c+qwp N01
dqwTr)	d_ p+qwTr) N02
dqwd$)	d_ p+qdw$#2 N02
dqwd$)@bryK@hw)	d_ p+qdw$#2 N02
dqwd$)@kryK@hw)	d_ c+qwd$)@kryK@hw) N02
dqwl)y	dyqwl)h N05
dqwls)	d_ c+qwls) N02
dqwls)	d_ p+qwls) N02
dqwly	dyqwl) N05
dqwmqwm)	d_ p+qwmqwm) N02
dqwny)	d_ p+qwny) N02
dqwpyh	d_ p+qwp)#2 N02
dqwr)	d_ p+qwr) N02
dqwrTmy	d_ p+qwrTm) N05
dqwrb)	d_ c+qwrb) N02
dqwrqsy	d_ p+qwrqs) N05
dqww	d_ c+qwy V01
dqx$yb	d_ c+x$b V01
dqx$yb	x$b V01
dqx$yby	d_ c+x$yb A05
dqxzt	d_ c+xzy V01
dqxzw	d_ c+xzy V01
dqxzy	d_ c+xzy V01
dqxzy'	d_ c+xzy V01
dqy	dq)#2 N05
dqy'	d_ c
dqy'	d_ c+qwm V01
dqyC	d_ c+qcc V01
dqyC	d_ c+qyc A01
dqyC	d_ p+qyc A01
dqyM	d_ c+qwm V01
dqyT)	d_ p+qyyT) N02
dqyTr)	d_ p+qyTr) N02
dqyblh	d_ c+qbl V02
dqycy	d_ c+qyc A03
dqycy	d_ c+qyc A05
dqyd$h	d_ c+qd$ V02
dqydw$)	d_ c+qydw$) N02
dqydw$y	d_ p+qydw$) N05
dqyhyb	d_ c+yhb V01
dqyl	d_ c+qyl A01
dqyl)	d_ c+qyl A01
dqylN	d_ c+qyl A03
dqyly	d_ c+qyl A05
dqyly)	d_ c+qyly A01
dqylyP	d_ c+ylp V01
dqym'	d_ c+qwm V01
dqym)	d_ c+qwm V01
dqym)	d_ c+qwm V01C
dqym)	qwm V01
dqymw	d_ c+qwm V01
dqymw	qwm V01
dqymx)	d_ p+qymx) N02
dqymy	d_ c+qwm V01
dqymytw	d_ c+qwm V01
dqyr)	d_ p+qyr) N02
dqysr	d_ p+qysr N01
dqywh)	d_ p+qywh) N02
dqyyM	d_ c+qwm V02
dqyym'	d_ c+qwm V01
dqyym)	d_ c+qwm V01
dqyymN	d_ c+qwm V01
dqyymy	d_ c+qwm V01
dqyymy	d_ c+qwm V02
dqyymyN	d_ c+qwm V01
dqy}C	d_ c+qyc A01
dq})y	d_ c+qwm V01
dq}ny	d_ c+tny V01
dq}rm)	d_ p+qrm) N02
dq}t)ny	d_ c+tny V01
dr$	dr$ V01
dr$'	dr$ V01
dr$)	dr$) N02
dr$h	dr$ V01
dr$t	dr$ V01
dr$w	dr$ V01
dr$wh	dr$ V01
dr$wt)	d_ p+r$wt) N02
dr$y	dr$ V01
dr$y'	d_ c+dr$ V01
dr$y'	dr$ V01
dr$y(y)	d_ p+r$y( A05
dr$yh	d_ c+ry$) N02
dr$yh	dr$ V01
dr$yh	ry$) N02
dr$yn'	r$y V01
dr$ynN	dr$ V01
dr$ynhw	dr$ V01
dr()	dr() N02
dr(h	d_ c+dr() N02
dr(why	dr() N05
dr(y)	d_ p+r(y) N02
dr(y)	d_ p+r(y)#2 N02
dr(y)	d_ p+r(yy) N02
dr(yM	d_ c+r(m V01
dr)	dr) N02
dr)	dry V01
dr)	dry#2 V01
dr)	l) a
dr)$)	d_ p+dr$) N02
dr)$)	dr$) N02
dr)$yh	d_ c+ry$) N02
dr)TyN	d_ c+rTn V01
dr)byl	d_ c+rbl V01
dr)cyN	drcyn N01
dr)mw	d_ c+rmy V01
dr)my	d_ c+rmy V01
dr)pw	d_ c+rpy V01
dr)py	d_ c+rpy A01
dr)r)	d_ p+drr)#3 N02
dr)xyM	d_ c+rxm V01
dr?'?b	d_ p
dr?d?wgy	d_ c+drdg V09
dr?r?y	dr) N05
drK	d_ c+crk V01
drTyb	d_ c+rTb V02
drTyb)	d_ p+rTyb A01
drb	d_ c
drb	d_ c+rb A01
drb	d_ c+rb N02
drb	d_ c+rb N02C
drb	d_ p
drb	d_ p+rb A01
drb	d_ p+rb N-02
drb	d_ p+rb N02
drb	rb N02
drb'	d_ c
drb'	d_ p+rbnn N05
drb(h	d_ c+rb( V01
drb(t	d_ c+rb( V01
drb)	d_ c
drb)	d_ p
drb+	d_ p+rb N02
drb?	d_ p+rb N02
drb?y?yh	d_ c+rby V02
drb?}h?	d_ c
drbK	d_ p+rb) N02
drbN	d_ p
drbh	d_ p
drbh	d_ p+rb A02
drbn'	d_ p+rbnn N05
drbn)	d_ p+rbn) N02
drbn)y	d_ p+drbn) N05
drbnN	d_ c+rbnn N05
drbnN	d_ c+rbnn N05C
drbnN	d_ p+rbnn N05
drbnN	kd_ p+rbnn N05
drbrbN	d_ c+rb A03
drbrby	d_ p+rb A03
drbw	d_ c+rby V01
drbwnkwN	d_ p+rybwn) N02
drbww)t)	d_ p+rb) N05
drbww)t)	d_ p+rybbt) n05
drby	d_ c
drby	d_ c+rby V02
drby	d_ p+rby V02
drby'	d_ p
drby'	d_ p+rybyt) N02
drby(	d_ c+rb( V01
drby('	d_ c+rb( V01
drbyh	d_ p+rb) N02
drbykw	d_ c+rb) N02
drbyn)	d_ c
drbyn)	d_ p
drbyt)	d_ p+rbyt) N02
drbyt)	d_ p+rybyt) N02
drb}	d_ p
drcwpynhw	d_ c+rcp V01
drcyP	d_ c+rcp V01
drcycN	d_ c+rcyc A03
drdpy	d_ c+rdp V01
drdq)	drdq) N02
drdqy	drdq) N05
drdr)	drdr) N05
drdwgy	drdg V09
drdyg	drdg V09
drdypy	d_ c+rdyp A03
drg$	d_ c
drg)	drg) N02
drg?y/w/?l	d_ c+rgyl A01
drgl)	d_ p+rygl) N02
drgl)	d_ p+rygl)#2 N02
drgy	drg) N05
drgyl	d_ c+rgyl A01
drgyl)	d_ c+rgyl A01
drgylh	d_ c+rgyl A01
drgyly	d_ c+rgyl A05
drgylynN	d_ c+rgyl A03
drhyT	d_ c+rhT V01
drhyT	rhT V01
drhyTn)	d_ c+rhT V01
drk)	drk) N02
drkh	drk) N02
drkkyh	d_ c+rkk V02
drkwbt)	d_ p+rkwbt) N02
drkwbwt)	d_ c+rkwbt) N02
drkyK	d_ c+rkyk A01
drkyb	d_ c+rkb V01
drkyh	drk) N02
drkyk)	d_ c+rkyk A01
drkyk)	d_ c+rkyk A02
drkyky	d_ c+rkyk A03
drm)	d_ c+rmy V01
drm)h	d_ p+rm)h N02
drm)y	d_ p+rmy V01
drmw	d_ c+rmy V01
drmy	d_ c+rmy V01
drmy)	d_ c+rmy V01
drmyyN	rmy V01
drmyzy	d_ c+rmz V01
drp)	d_ c+rpy V01
drph	d_ c+rpy V01
drpw	d_ c+rpy V01
drpwyy	d_ c+rpy V02
drpy	d_ c+rpy A01
drpyy)	d_ c+rpy V01
drqt)	d_ p+rqt) N02
drqwn)	d_ c+drqwn) N02
drqwn)	drqwn) N02
drqy('	d_ c+rqy() N02
drqy()	d_ p
drqy()	d_ p+rqy() N02
drr)	drr)#2 N02
drsy	d_ c+drs V01
drsy	drs V01
drt)	drt) N02
drtx	d_ c+rtx V01
drtyt)	d_ c+rtyt A01
drtyxw	d_ c+rtx V01
drw$	dr$ V01
drw(yh	dr() N02
drwN	drwN N02
drwN	dwrwn N02
drwb	d_ c+rwb) N01
drwb'	d_ c+rwb) N02
drwb'	d_ p+rwb) N02
drwb)	d_ c+rwb) N02
drwb)	d_ p+rwb) N02
drwbh	d_ c+rwb) N02
drwbh	d_ p+rwb) N02
drwby)	d_ p+rwby) N02
drwm)h	d_ c+drwm)h A02
drwm)n)	d_ p+rwmn) N02
drwm)y	drwm)h A05
drwm)y	rwm)h A05
drwm)yh	rwm)h A02
drwm)yy	d_ c+rwm)h A05
drwmn)	d_ p+rwmn) N02
drwmny	d_ p+rwmn) N05
drwmy	d_ p
drwptq)	drwptq) N02
drwptqy	d_ p+drwptq) N05
drwptqy	drwptq) N05
drwq)	dryq) N02
drwr)	rwr) N02
drwwx	d_ c+rwwx V01
drwwx)	d_ c+rwwx V01
drwwx)	d_ p+rwwx V01
drwwx)	d_ p+rwwx) N02
drwx	d_ c+rwwx V01
drwx	d_ p+rwwx V01
drwyx)	d_ c+rwyx A01
drwyxy	d_ c+rwyx A05
drxm'	d_ c+rxmn) N02
drxm'	d_ p+rxmn) N02
drxm)	d_ c+rxm V01
drxmn'	d_ c+rxmn) N02
drxmn'	d_ p+rxmn) N02
drxmn)	d_ c+rxmn) N02
drxmn)	d_ p+rxmn) N02
drxmw	d_ c+rxm V02
drxmy	d_ c+rxm V01
drxmy	d_ p+rxmy N05
drxmyh	d_ p+rxm) N02
drxwqy	d_ c+rxq V02
drxy)	d_ p+ryxy) N02
drxyM	d_ c+rxm V01
drxyM	d_ c+rxm V02
drxymw	d_ c+rxm V02
dry	dr) N04
dry	dr) N05
dry	dry V01
dry	dry#2 V01
dry$	dr$ V01
dry$	dr$ V01C
dry$	ry$ N01
dry$	ry$) N01
dry$	ry$) N02
dry$'	d_ c+ry$) N02
dry$'	d_ p+ry$) N02
dry$)	d_ c+ry$) N02
dry$)	d_ p+ry$) N02
dry$)y	d_ p+ry$) N02
dry$@$t)	d_ p+ry$@$t) N02
dry$@$t)	ry$@$t) N02
dry$@glwt'	d_ p+ry$@glwt) N02
dry$@glwt)	d_ p
dry$@glwt)	d_ p+ry$@glwt) N02
dry$@glwt)	ry$@glwt) N02
dry$@tr()	d_ p+ry$@tr() N02
dry$@yrx)	d_ p+ry$@yrx) N02
dry$K	d_ p+ry$) N02
dry$h	d_ c+ry$) N02
dry$h	d_ p+ry$) N02
dry$n)	dr$ V01
dry$t	dr$ V01
dry$yh	d_ p+ry$) N02
dry$yhw	ry$) N02
dry$})	d_ p+ry$) N02
dry(	d_ c+ry( A01
dry(	d_ c+ry( A02
dry?$	dr$ V01
dryK	d_ c+drk V01
dryb('	d_ p+ryb() n01
dryb()	d_ p+ryb() n01
drybyt)	d_ p+rbyt)#4 N02
drydyy)	d_ p+rdy) N02
dryg()	d_ p+ryg() N02
drygl)	d_ p+rygl) N02
drygl)	d_ p+rygl)#2 N02
dryh	dry V01
drykb()	d_ c+kwb() N02
drym)	d_ p+rym) N02
dryn)	dry#2 V01
dryry	d_ c+ryr) N05
drys	drs V01
drytm)	d_ p+rytm) N02
drytw	dry#2 V01
dryyh	dry V01
dr}$ytw	dr$ V01
dr}'	d_ c+rb) N02
dr}w$	dr$ V01
dr}ym?)?	rym) N02
ds'	d_ c+slq V01
ds(ry	d_ p+&(rt) N05
ds(wd	d_ c+s(d V01
ds(wdt)	d_ p+s(wdt) N02
ds)gw	d_ c+sgy#2 V02
ds)gy	d_ c+sgy A01
ds)nw	d_ c+sny V01
ds)ny	d_ c+sny V01
ds)yr	d_ c+swr V01
dsTn)	d_ p+sTn) N02
dsb'	d_ c+sb) N02
dsb(ynN	d_ c+&b( V01
dsb)	d_ p+sb) N02
dsbr	d_ c+sbr V01
dsbr	sbr V01
dsbrt	d_ c+sbr V01
dsbry	d_ c+sbr V01
dsby	d_ p+sb) N05
dsby'	d_ c+sbr V01
dsbyK	d_ c+sbk V01
dsbyl	d_ c+sbl V01
dsbyr'	d_ c+sbr V01
dsbyr)	d_ c+sbr V01
dsbyrh	d_ c+sbr V01
dsd')	d_ c+slq V01
dsdyqN	d_ c+sdyq A03
dsdyqh	d_ c+sdyq A01
dsdyrN	d_ c+sdr V01
dsgy	d_ c+sgy A01
dsgy	d_ p+sgy A01
dsgy)	d_ c+sgy A01
dsgy)N	d_ c+sgy A03
dsgyd	d_ c+sgd V01
dsgynN	d_ c+sgy#2 V02
dshdy	d_ p+shd) N05
dskk)	d_ c+skk) N02
dskr	d_ c+skr V01
dskyn'	d_ c+skyn) N02
dskyn)	d_ p+skyn) N02
dskyny	d_ p+skyn) N05
dsl'	d_ c+slq V01
dslq)	d_ c+slq V01
dslq)	slq V01
dslqN	d_ c+slq V01
dslqy	d_ c+slq V01
dslqyN	d_ c+slq V01
dslwqy	d_ c+slq V02
dsly'	d_ c+slq V01
dslyq	d_ c+slq V01
dslyq	d_ c+slq V01C
dslyqw	d_ c+slq V02
dslyqy	d_ c+slq V02
dslyqynhw	d_ c+slq V02
dslyt	d_ c+slt V01
dsm)l)	d_ c+&m)l) N02
dsm)lyh	d_ p+&m)l) N02
dsmK	d_ c+smk V01
dsmk)	d_ c+smk V01
dsmk)	d_ c+smk) N02
dsmkh	d_ c+smk V01
dsmkh	d_ c+smk) N02
dsmkh	d_ p+smk V01
dsmkt	d_ c
dsmkt	d_ c+smk V01
dsmkt)	d_ c+smk V01
dsmkwh	d_ c+smk V01
dsmky	d_ c+smk V01
dsmky'	d_ c+smk V01
dsmkyh	d_ c+smk V01
dsmlyh	d_ p+&m)l) N02
dsmq)	d_ p+smq V01
dsmwt)	d_ c+smy) N05
dsmy'	d_ c+smy) N02
dsmyK	d_ c+smk V01
dsmyK	d_ c+smyk A01
dsmyK	smyk A01
dsmyd)	d_ p+smyd) N02
dsmyk)	d_ c+smyk A01
dsmyky	d_ c+smyk A03
dsmyky	d_ p+smyk A03
dsmyky	d_ p+smyk A05
dsmykyN	d_ c+smyk A03
dsmyt	d_ c+smy V02
dsndly	d_ p+sndl) N05
dsnw)ty	d_ c+sn)h N05
dsny	d_ c+sny A01
dsny	d_ c+sny V01
dsny'	d_ c+sny V01
dsny)	d_ c+sny V01
dsnyyN	d_ c+sny V01
dsp)ly	d_ p+swply N05
dspdw	d_ c+spd V01
dspn)	d_ p+spn V01
dspr)	d_ p+spr) N02
dspr)	d_ p+sypr) N02
dspry	d_ p+spr) N05
dspry	d_ p+sypr) N05
dspsyr'	d_ p+spsyr) N02
dspsyr)	d_ p+spsyr) N02
dspy	d_ c+spy V01
dspynt'	d_ p+spynt) N02
dspynt)	d_ p+spynt) N02
dspyq)	d_ c+spyq) N02
dspyq)	d_ p+spyq) N02
dspyqh	d_ c+spyq) N02
dsqlyh	d_ c+sql V01
dsqrt)	d_ p+dsqrt) N02
dsrb)l)	d_ p+srbl) N02
dsrbl)	d_ p+srbl)#2 N02
dsrbly	d_ p+srbl) N05
dsrky	d_ c+srk V01
dsrqyh	d_ c+srq V02
dsryK	d_ c+srk V01
dsryky	d_ c+srk V01
dsrykyN	d_ c+srk V01
dsryq	d_ c+srq V01
dsryq)	d_ c+sryq A02
dsryxh	srx V01
dst)m)	d_ p+stm) N02
dst)myh	d_ c+stm) N02
dst)n)	d$tn) N02
dst)n)	dstn) N02
dstM	d_ c+stm V01
dstM	d_ c+stm) N01
dstM	d_ p+stm V01
dstM	d_ p+stm) N01
dstm)	d_ p+stm) N02
dstmyh	d_ c+stm V01
dstmyh	d_ p
dstmyh	d_ p+stm) N02
dstn)	d$tn) N02
dstn)	dstn) N02
dstr	d_ c+str#2 V01
dstrN	d_ c+str#2 V01
dstrh	d_ c+str#2 V01
dstryN	d_ c+str#2 V01
dstr})	d_ c+str#2 V01
dstw)	d_ p+sytww) N02
dstymy	stm V01
dsw?py?h	d_ p+swp) N02
dswP	d_ p+swp) N01
dswP@swP	d_ c+swp@swp a
dswP@swP	d_ p+swp@swp a
dswdr'	d_ p+swdr) N02
dswmkh	d_ c+swmk) N02
dswmq	d_ c+swmq A01
dswp)	d_ p+swp) N02
dswph	d_ p+swp) N02
dswply	d_ p+swply N05
dswpyh	d_ p+swp) N02
dswrbl)	d_ p+srbl) N02
dswswtyhw	d_ c+swsy) N05
dswsy)	d_ p+swsy) N02
dsxy	d_ c+sxy V01
dsxyp'	d_ c+sxp V01
dsxyp)	sxp V01
dsxypy	d_ c+sxp V01
dsyM	d_ c+swm V01
dsylq'	d_ c+sylq) N02
dsylq)	d_ p+sylq) N02
dsyp'	d_ p+syp) N02
dsyp)	d_ p+syp) N02
dsypr)	d_ p+sypr) N02
dsypry	d_ p+sypr) N05
dsypswq)	d_ p+spsq) N02
dsypyh	d_ p+syp) N02
dsyrwk)	d_ c+syrwk) N02
dsytw)	d_ p+sytww) N02
dsywN	d_ p+sywn N01
dsyxwpyh	d_ p+syxwp) N02
dsyyM	d_ c+swm V01
dsyyg	swg V01
dsyymt	d_ c+swm V01
dsyymy	d_ c+swm V01
dsyyr	d_ c+swr V01
dsyyrh	d_ c+swr V02
ds}ny	d_ c+sny V01
ds}qlyh	d_ c+sql V01
dt$(h	d_ p+t$() n02
dt$dr	d_ c+$dr V02
dt$mT	d_ c+$mT V02
dt$ry	d_ p+t$ry N01
dt$ty	d_ c+$ty V01
dt'r	d_ c+tny V01
dt(bdw	d_ c+(bd V01
dt(nyt)	d_ p+t(nyt) N02
dt)ly	d_ c+tly V01
dt)n)	d_ c+tn) N02
dt)n)	d_ p+tny V01
dt)nw	d_ c+tny V01
dt)ny	d_ c+tny V01
dt)rw	d_ c+try#2 V01
dt)rykw	d_ c+)rk V03
dt)y'	d_ c+t)ynt) N05
dt)yny	d_ p+t)ynt) N05
dt?n?)	d_ c+tn) N02
dt?y?m'	)mr V01
dt?y?m)	)mr V01
dtb(wh	d_ c+tb( V01
dtb(y	d_ c+tb( V01
dtb(yh	d_ c+tb( V01
dtbly	d_ p+tbl) N05
dtbr)	d_ p+tbr) N02
dtbr)	d_ p+tbr)#2 N02
dtbrw	d_ c+tbr V01
dtbrxynhw	d_ c+brx V03
dtdxy	d_ c+dxy V01
dtdyr	tdyr A01
dtdyr)	d_ c+tdyr A02
dtdyry	tdyr A03
dtg)ry	d_ c+tgr) N05
dtgry	d_ p+tgr) N05
dthdr	d_ c+hdr V01
dthny	hny V03
dthwy	d_ c+hwy V01
dtklt)	d_ p+tkylt) N02
dtl$	d_ c+tl$ V01
dtl$ynhw	d_ c+tl$ V01
dtl)	d_ c+tly V01
dtlN@h)	d_ c+tly V01
dtlmydy	d_ p+tlmyd) N05
dtlmydyh	d_ p+tlmyd) N02
dtlmywtt)	d_ c+tlmywt) N05
dtlnhw	d_ c+tly V01
dtlt	d_ p+tlt) n01
dtlt)	d_ p+tlt) n02
dtlt)@b$b)	d_ p+tlt)@b$b) N02
dtlth	d_ c+tlt) n02
dtltyN	d_ p+tlt) n03
dtlw	d_ c+tly V01
dtly	b_ p02
dtly	d_ c+tly V01
dtly	tly V01
dtly)	d_ c+tly V01
dtly)	kwly@(lm) N02
dtly@sr	d_ c+tlysr n01
dtlysr	d_ p+tlysr n01
dtlyyN	d_ c+tly V01
dtmny)	d_ p+tmny) n02
dtmny@sr	d_ c+tmnysr n01
dtmny@sry	d_ p+tmnysr n01
dtmry	d_ c+tmrt) N05
dtmry	d_ p+tmrt) N05
dtmry}	d_ c+tmrt) N05
dtmwz	d_ c+tmwz N01
dtmwz	d_ p+tmwz N01
dtmy	d_ c+tmm V01
dtmyh)	d_ c+tmyh A01
dtn'	d_ c+tn) N02
dtn'	d_ c+tny V01
dtn)	d_ c+tn) N02
dtn)	d_ c+tny V01
dtn)	d_ p+tn) N02
dtn)h	d_ p+tn)h N02
dtn)y	d_ p+tn) N05
dtn)yy	d_ p+tn) N05
dtn?)?	d_ c+tn) N02
dtn?y?	d_ c+tny V01
dtnN	d_ c+tny V01
dtnN	d_ p+tny V01
dtnw	d_ c+tny V01
dtnwr)	d_ p+tnwr) N02
dtny	d_ c+tny V01
dtny	d_ p+tny V01
dtny'	d_ c+tny V01
dtny)	d_ c+tny V01
dtny)	d_ c+tny V01C
dtny)	d_ p+tny V01
dtny)	my) N05
dtnyh	tny V01
dtnyn)	d_ c+tny V01
dtnynN	d_ c+tny V01
dtn})y	d_ c+tny V01
dtp$h	d_ c+tps V01
dtpryh	d_ c+tpr V01
dtps	d_ c
dtps	d_ c+tps V01
dtpsh	d_ c+tps V01
dtpsy	d_ c+tps V01
dtpsy	d_ c+tps V01C
dtpx	d_ c+tpx V02
dtpyly	d_ c+tpyly N05
dtpyly	d_ p+tpyly N05
dtpylyh	d_ p+tpyly N05
dtpys	d_ c+tps V01
dtpys	tps V01
dtpysy	d_ c+tps V01
dtq(	d_ c+tq( V01
dtqP	d_ c+tqp V01
dtqdw$	d_ c+qd$ V01
dtqlw	d_ c+qll V04
dtqly	d_ c+tql V01
dtqly	d_ c+tql) N05
dtqnt)	d_ p+tqnt) N02
dtqnyN	d_ c+tqn V01
dtqwM	d_ c+qwm V01
dtqwN	d_ c+tqn V02
dtqwny	d_ c+tqn V02
dtqwny	tqn V02
dtqyN	d_ c+tqn V02
dtqyP	d_ c+tqp V01
dtqyP	d_ c+tqyp A01
dtqyl	d_ c+tql V01
dtqyl	d_ c+tql#2 V01
dtqynw	d_ c+tqn V02
dtqyp)	d_ c+tqyp A01
dtqypN	d_ c+tqyp A03
dtqypy	d_ c+tqyp A03
dtr()	d_ p+)r() N02
dtrM	d_ c+trm V01
dtrb)	d_ p+trb) N02
dtrbyc)	d_ p+trbyc) N02
dtrch	d_ c+trc V02
dtrmwd)y	d_ p+trmwd)y N05
dtrngwl)	d_ p+trnwgl) N02
dtrngwlt)	d_ p+trngwlt) N02
dtrngwlt)@br)	d_ p+trngwlt)@br) N02
dtrnwgl)	d_ p+trnwgl) N02
dtrty	d_ c+try n02
dtrty	d_ p+try n02
dtrtyN	d_ c+try n02
dtrw	d_ c+try#2 V01
dtrwwyhw	d_ c+try n02
dtrwy?h?w	d_ p+try n02
dtrwyhw	d_ c+try n02
dtrwyhw	d_ p+try n02
dtrwyhw	try n02
dtrwyhwN	d_ c+try n02
dtrwyyhw	d_ c+try n02
dtrwyyhw	d_ c+try n05
dtry	d_ c+try n02
dtry	d_ p+try n02
dtry	d_ p+try n02C
dtryC	d_ c+trc V02
dtryM	d_ c+rwm V03
dtryM	d_ c+trm V01
dtryN	d_ c+try n01
dtt)	d_ p+tt) N02
dtt)y	d_ c+tt) A01
dttbryK	d_ c+brk V05
dttbyyr	d_ c+bwr V05
dtw	d_ c+tw a
dtw	d_ p+tw a
dtwb	d_ c+twb a
dtwm)	d_ p+twm) N02
dtwmrt)	d_ c+tmrt) N02
dtwmy	d_ p+twm) N05
dtwn)	d_ c+tn) N02
dtwny	d_ c+tny V01
dtwny	tny V01
dtwr'	d_ c+twr) N02
dtwr)	d_ p+twr) N02
dtwrK	d_ p+twr) N02
dtwrkw	d_ c+)rk V03
dtwrngl)	d_ p+trnwgl) N02
dtwrngwl)	d_ p+trnwgl) N02
dtwry	d_ p+twr) N05
dtwryK	d_ c+)rk V03
dtwty	d_ c+twty p01
dtwwhN	d_ c+twh V01
dtwxl)	d_ p+twxl) N02
dtxlh	d_ c+txly N05
dtxlwC	d_ c+xlc V01
dtxty)t)	d_ c+txt)h A05
dty$rwN	d_ c+$ry V01
dty$try	d_ c+$ry V04
dty'	)mr V01
dty'	d_ c+)mr V01
dty(byd	d_ c+(bd V04
dty?hw?y	d_ c+hwy V01
dtyTwM	d_ c+Tmm V04
dtybn'	d_ c+tybn) N02
dtybn)	d_ p+tybn) N02
dtybt)	d_ p+tybt) N02
dtybwt)	d_ p+tybwt) N02
dtyhwy	d_ c+hwy V01
dtykwl	d_ c+)kl V01
dtylqy	d_ c+lqy V01
dtyly)	d_ c+tly V01
dtym'	)mr V01
dtym'	d_ c
dtym'	d_ c+)mr V01
dtym)	)mr V01
dtym)	d_ c+)mr V01
dtym)	d_ p+)mr V01
dtymwt	d_ c+mwt V01
dtynTryh	d_ c+nTr V02
dtynq}d	d_ c+nqd V04
dtynt)	d_ p+tynt) N02
dtynwwl	d_ c+nwwl V05
dtyny	d_ p+tynt) N05
dtypwl	d_ c+npl V01
dtypwq	d_ c+npq V01
dtyqw	d_ c+qwm V01
dtyqwM	d_ c+qwm V01
dtyr	d_ c+tyr A01
dtyrwt	d_ c+yrt V01
dtyt(trw	d_ c+(tr V05
dtytb(yh	tb( V01
dtytbyh	d_ c+ntb V01
dtythdr	d_ c+hdr V04
dtytwtb	d_ c+ytb V05
dtyty	d_ c+)ty V01
dtyty	d_ c+)ty V03
dtytzyl	d_ c+zll V06
dtytzyl	d_ c+zwl V06
dtyxw$	d_ c+x$$ V01
dtyxwl	d_ c+xll V03
dtyxwt	nxt V01
dtyzdbl	d_ c+zbl V05
dtyzky	d_ c+zky V02
dtyzyl	d_ c+)zl V01
dtzdmN	d_ c+zmn V05
dtzky	d_ c+zky V01
dtzly	d_ c+)zl V01
dtzyl	d_ c+)zl V01
dw$)	dww$) N02
dw$t)	dy$t)#2 N02
dw$yh	dww$) N02
dw)r	dw)r N01
dwC	dwc V01
dwN	dwn V01
dwb$)	dwb$) N02
dwb$nyt)	dwb$n)h A02
dwb)	dwb) N02
dwby	dwb) N02
dwd)	dwd) N02
dwd)	w_ c+dwd) N02
dwd)y	d_ c+wd)y a
dwd)y	d_ p+wd)y a
dwd)y	wd)y a
dwd)}	dwd) N02
dwd?)y}}	dwd) N02
dwdy	dwd) N02
dwdy	w_ c+dwd) N02
dwkrnyt)	dwkrnyt) N02
dwks)	dwks) N02
dwksysy)	dwksysy) N02
dwkt'	dwkt) N02
dwkt)	dwkt) N02
dwkt)y	dwkt) N02
dwkth	dwkt) N02
dwktyh	dwkt) N02
dwl)	dwwl) N02
dwl)	dwwl) N02+l) a
dwl)	dwwl) N02+w_ c+dwwl) N02
dwl)ly	dwll) N05
dwlb)	dwlb) N02
dwlby	dwlb) N05
dwmy	d)wmy N01
dwmy	dwmy N01
dwmy'	dwmy) N02
dwmy)	dmy V01
dwmy)	dwmy) N02
dwmyh	dwmy) N02
dwmy})	myh) a
dwq	dqq V01
dwq	dwq V01
dwq'	dwq) N02
dwq'	dwwq) N02
dwq)	dwq) N02
dwq)	dwwq) N02
dwq)	dwwq) a
dwq)	w_ c
dwqry	d_ c+dwqr) N05
dwqy)	dwqy) N02
dwqyh	dwq) N02
dwqyy)	dwqy) N02
dwqyyh	dwqy) N02
dwr)	dwr) N02
dwrd)	d_ p+wrd) N02
dwrdy)	dwrdy) N02
